game,rank,team,net,med_a_over_t,med_b_over_t,inc_fair,inc_over,inc_penalty,paid_over,lawyer_fees,verdict
13,10,Nullpointer Naan,-4664.04,0.42,0.538,6857.13,0.0,6983.35,0.0,13844.91,lost money (biggest leak: lawyer fees)
13,11,error404 ai,-5398.0,0.45,0.637,6991.33,55.24,5705.15,0.0,12566.01,lost money (biggest leak: lawyer fees)
13,12,Non Deterministic,-6852.27,0.804,0.853,6276.1,396.95,5772.38,0.0,15888.45,lost money (biggest leak: lawyer fees)
13,13,Oasis,-6910.91,0.678,1.935,5353.17,0.0,8707.47,4591.07,7514.07,lost money (biggest leak: lawyer fees)
13,14,eyay,-8872.4,0.398,0.256,7406.45,86.42,4144.11,0.0,19430.13,lost money (biggest leak: lawyer fees)
13,15,AsianSuperNerds,-9362.6,0.384,0.196,7949.75,24.0,3659.37,0.0,20900.13,lost money (biggest leak: lawyer fees)
13,16,TBD,-13411.8,0.22,0.139,6263.66,0.0,1708.98,0.0,21384.43,lost money (biggest leak: lawyer fees)
13,17,makalu,-22131.87,,0.124,0.0,0.0,0.0,0.0,22131.87,lost money (biggest leak: lawyer fees)
14,1,Codacabana,1685.43,3.708,1.0,130.0,520.0,1950.0,0.0,914.56,won via 1.5a penalties from strict reviewers
14,2,Teamers,1359.38,2.292,1.0,127.57,818.87,1442.51,253.87,402.38,won via 1.5a penalties from strict reviewers
14,3,error404 ai,1192.75,3.455,1.0,145.99,714.19,1306.01,0.0,973.44,won via 1.5a penalties from strict reviewers
14,4,eyay,941.11,2.821,1.0,312.5,822.6,1390.7,634.8,949.89,won via 1.5a penalties from strict reviewers
14,5,AsianSuperNerds,601.93,2.0,1.0,315.0,399.0,885.0,0.0,997.06,won via 1.5a penalties from strict reviewers
14,6,TakeTheMoneyAndRun,592.43,2.159,1.0,264.0,757.0,600.0,0.0,1028.57,won via Overcharges the Field swallowed
14,7,Alpha,316.37,1.595,1.0,69.0,136.85,1035.0,6.0,743.29,won via 1.5a penalties from strict reviewers
14,8,Non Deterministic,117.39,2.283,1.0,88.2,455.2,617.4,0.0,1043.41,won via 1.5a penalties from strict reviewers
14,9,harissa eagles,-359.74,1.233,1.0,168.0,352.0,600.0,489.26,896.29,lost money (biggest leak: lawyer fees)
14,10,Nullpointer Naan,-1109.56,,1.0,0.0,0.0,0.0,0.0,1109.56,lost money (biggest leak: lawyer fees)
14,11,OPUSMOPUS,-1109.56,,1.0,0.0,0.0,0.0,0.0,1109.56,lost money (biggest leak: lawyer fees)
14,12,TBD,-1109.56,,1.0,0.0,0.0,0.0,0.0,1109.56,lost money (biggest leak: lawyer fees)
14,13,Trust Nobody,-1109.56,,1.0,0.0,0.0,0.0,0.0,1109.56,lost money (biggest leak: lawyer fees)
14,14,makalu,-1109.56,,1.0,0.0,0.0,0.0,0.0,1109.56,lost money (biggest leak: lawyer fees)
14,15,Claims Renaissance,-1330.42,,1.0,0.0,0.0,0.0,267.95,968.29,lost money (biggest leak: lawyer fees)
14,16,Oasis,-2016.17,2.719,3.288,121.4,586.93,267.08,2276.15,0.0,lost money (biggest leak: accepted Overcharges)
14,17,Bin busy,-2599.49,6.25,3.462,0.0,450.0,0.0,2084.61,675.52,lost money (biggest leak: accepted Overcharges)
15,1,eyay,15740.68,0.712,0.222,12886.18,1833.91,36146.46,0.0,25306.86,won via 1.5a penalties from strict reviewers
15,2,Oasis,11869.08,0.862,0.826,9415.81,2658.57,35826.75,4733.85,13113.19,won via 1.5a penalties from strict reviewers
15,3,Teamers,11217.8,0.634,0.475,14313.73,2618.66,31879.23,4254.9,19413.56,won via 1.5a penalties from strict reviewers
15,4,Codacabana,6660.25,0.963,0.239,8030.98,3543.09,31424.22,928.49,24362.13,won via 1.5a penalties from strict reviewers
15,5,Nullpointer Naan,1930.09,0.67,0.819,12983.96,1605.72,23974.44,4568.96,13860.56,won via 1.5a penalties from strict reviewers
15,6,Non Deterministic,-1024.01,0.69,0.559,9195.38,2632.26,24155.18,878.01,25375.34,lost money (biggest leak: lawyer fees)
15,7,Alpha,-3347.22,0.531,0.209,12783.5,2055.0,23056.5,230.0,40492.29,lost money (biggest leak: lawyer fees)
15,8,AsianSuperNerds,-4868.87,0.583,0.194,13271.98,2620.0,21220.98,792.32,40771.59,lost money (biggest leak: lawyer fees)
15,9,harissa eagles,-6262.12,0.501,0.663,12924.0,640.0,19972.0,4444.88,22963.37,lost money (biggest leak: lawyer fees)
15,10,error404 ai,-8533.79,0.612,0.377,9813.92,2460.76,19367.2,1547.98,32090.16,lost money (biggest leak: lawyer fees)
15,11,Claims Renaissance,-8533.92,0.504,0.395,12921.37,1358.0,15588.87,1320.12,27327.42,lost money (biggest leak: lawyer fees)
15,12,OPUSMOPUS,-10776.71,0.65,0.475,11127.0,399.0,15893.0,2370.44,23277.71,lost money (biggest leak: lawyer fees)
15,13,TakeTheMoneyAndRun,-13748.16,0.674,0.209,8458.0,1240.0,15046.0,230.0,29929.1,lost money (biggest leak: lawyer fees)
15,14,Bin busy,-18801.95,0.805,1.0,3200.0,2800.0,11200.0,2165.02,14946.44,lost money (biggest leak: lawyer fees)
15,15,TBD,-44632.18,,0.184,0.0,0.0,0.0,0.0,44632.18,lost money (biggest leak: lawyer fees)
15,16,Trust Nobody,-44632.18,,0.184,0.0,0.0,0.0,0.0,44632.18,lost money (biggest leak: lawyer fees)
15,17,makalu,-44632.18,,0.184,0.0,0.0,0.0,0.0,44632.18,lost money (biggest leak: lawyer fees)
16,1,error404 ai,1578.32,25.357,1.0,0.0,1578.32,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,2,AsianSuperNerds,690.0,14.351,1.0,0.0,690.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,3,TakeTheMoneyAndRun,690.0,6.346,1.0,0.0,690.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,4,eyay,637.81,6.924,1.0,0.0,637.81,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,5,Teamers,606.22,6.168,1.0,0.0,606.22,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,6,Codacabana,390.0,6.354,1.18,0.0,390.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,7,Oasis,71.03,2.36,2.754,0.0,201.03,0.0,130.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,8,Non Deterministic,57.94,4.773,1.0,0.0,57.94,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
16,9,Alpha,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,10,Claims Renaissance,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,11,Nullpointer Naan,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,12,OPUSMOPUS,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,13,TBD,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,14,Trust Nobody,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,15,harissa eagles,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,16,makalu,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
16,17,Bin busy,-4721.32,,25.357,0.0,0.0,0.0,4721.32,0.0,lost money (biggest leak: accepted Overcharges)
17,1,TBD,40199.17,1.0,1.0,20987.0,14188.0,77829.0,8247.16,14640.97,won via 1.5a penalties from strict reviewers
17,2,Claims Renaissance,31621.0,0.776,0.828,43169.85,6178.9,62676.55,7979.76,39559.8,won via 1.5a penalties from strict reviewers
17,3,OPUSMOPUS,24141.18,0.888,1.0,40936.34,4608.5,56857.9,10466.36,24162.0,won via 1.5a penalties from strict reviewers
17,4,error404 ai,18576.56,0.682,0.908,48470.27,6913.01,38546.05,1745.94,39576.03,won via honest Charges the Field accepted
17,5,Alpha,13481.07,0.917,0.397,34224.0,8078.75,56672.0,346.0,74926.02,won via 1.5a penalties from strict reviewers
17,6,Nullpointer Naan,5798.61,0.756,1.0,30885.58,7139.62,54004.18,21658.62,12073.24,won via 1.5a penalties from strict reviewers
17,7,TakeTheMoneyAndRun,-6699.01,0.737,0.838,43282.0,4354.0,35438.0,13125.09,47143.72,lost money (biggest leak: lawyer fees)
17,8,eyay,-9489.38,1.061,0.396,18951.81,22408.42,31887.55,0.0,60183.84,lost money (biggest leak: lawyer fees)
17,9,Oasis,-9955.08,0.712,0.84,34390.85,6385.14,39620.99,10665.33,55377.39,lost money (biggest leak: lawyer fees)
17,10,harissa eagles,-12301.58,0.722,0.868,38302.56,5346.0,32597.28,5500.95,64873.11,lost money (biggest leak: lawyer fees)
17,11,Non Deterministic,-12578.05,0.711,0.601,42335.74,4571.72,27060.1,403.0,73879.55,lost money (biggest leak: lawyer fees)
17,12,Teamers,-27286.12,0.798,1.038,23089.57,4152.28,38089.15,11372.04,57646.23,lost money (biggest leak: lawyer fees)
17,13,Codacabana,-44461.72,0.533,0.516,30085.03,6123.4,10379.29,7095.55,61888.71,lost money (biggest leak: lawyer fees)
17,14,AsianSuperNerds,-48213.22,1.318,0.547,2581.2,9470.24,24583.6,1218.16,58423.66,lost money (biggest leak: lawyer fees)
17,15,Bin busy,-63789.25,1.0,1.012,4930.0,4860.0,10790.0,14954.02,13633.15,lost money (biggest leak: accepted Overcharges)
17,16,Trust Nobody,-98780.01,,0.239,0.0,0.0,0.0,0.0,98780.01,lost money (biggest leak: lawyer fees)
17,17,makalu,-98780.01,,0.239,0.0,0.0,0.0,0.0,98780.01,lost money (biggest leak: lawyer fees)
18,1,TBD,16314.12,0.872,1.0,11659.92,1201.25,41897.52,2838.16,11886.96,won via 1.5a penalties from strict reviewers
18,2,Nullpointer Naan,16218.89,0.817,1.0,13194.51,1397.05,38584.05,5167.5,101.85,won via 1.5a penalties from strict reviewers
18,3,Claims Renaissance,11238.97,0.872,0.976,12236.55,1280.4,36884.25,1784.93,16367.75,won via 1.5a penalties from strict reviewers
18,4,eyay,9176.14,0.829,0.622,13127.87,1355.56,39506.21,57.3,39163.18,won via 1.5a penalties from strict reviewers
18,5,Teamers,7277.18,0.716,1.0,15669.96,1574.2,27304.28,4060.28,2716.34,won via 1.5a penalties from strict reviewers
18,6,harissa eagles,6490.22,0.739,0.893,13296.6,1548.0,32466.6,1348.61,22023.4,won via 1.5a penalties from strict reviewers
18,7,TakeTheMoneyAndRun,-1107.91,0.737,0.93,15271.0,1554.0,25865.0,2417.21,26880.82,lost money (biggest leak: lawyer fees)
18,8,AsianSuperNerds,-1630.35,1.159,0.641,5943.44,3590.34,35086.32,304.03,40558.05,lost money (biggest leak: lawyer fees)
18,9,OPUSMOPUS,-1715.41,0.592,0.734,16725.25,1615.5,22862.75,1807.62,25782.33,lost money (biggest leak: lawyer fees)
18,10,Alpha,-3719.28,0.792,0.385,15191.5,1840.0,27312.5,294.76,46300.77,lost money (biggest leak: lawyer fees)
18,11,Non Deterministic,-9995.21,0.782,0.744,16713.68,1446.52,18810.8,850.43,40033.89,lost money (biggest leak: lawyer fees)
18,12,Codacabana,-18434.81,0.573,0.674,15974.83,1928.3,10683.73,778.53,38753.61,lost money (biggest leak: lawyer fees)
18,13,Oasis,-22996.25,0.715,0.892,15279.12,916.8,9434.64,807.35,43117.92,lost money (biggest leak: lawyer fees)
18,14,Bin busy,-37081.69,2.598,0.389,4725.0,1589.0,8155.0,320.21,51132.16,lost money (biggest leak: lawyer fees)
18,15,Trust Nobody,-52487.14,,0.237,0.0,0.0,0.0,0.0,52487.14,lost money (biggest leak: lawyer fees)
18,16,error404 ai,-52487.14,,0.237,0.0,0.0,0.0,0.0,52487.14,lost money (biggest leak: lawyer fees)
18,17,makalu,-52487.14,,0.237,0.0,0.0,0.0,0.0,52487.14,lost money (biggest leak: lawyer fees)
19,1,eyay,35875.3,1.272,0.421,7095.85,40164.67,11343.19,3585.52,17359.85,won via Overcharges the Field swallowed
19,2,Bin busy,34408.1,1.5,0.201,4777.5,37817.5,12022.5,33.46,20151.66,won via Overcharges the Field swallowed
19,3,Codacabana,21638.76,0.815,0.805,15676.5,14943.78,14381.42,6719.09,12041.24,won via honest Charges the Field accepted
19,4,harissa eagles,10423.43,1.185,1.0,3537.0,23778.0,3807.0,4149.26,7498.77,won via Overcharges the Field swallowed
19,5,Oasis,5309.5,0.841,0.807,9329.24,10240.3,17196.84,16853.42,5257.84,won via 1.5a penalties from strict reviewers
19,6,Claims Renaissance,4998.85,1.071,1.0,2638.4,34047.0,10088.0,27067.24,2981.97,won via Overcharges the Field swallowed
19,7,OPUSMOPUS,-3182.61,1.239,1.0,6687.0,29450.0,7041.0,28925.97,11351.78,lost money (biggest leak: accepted Overcharges)
19,8,AsianSuperNerds,-3494.61,2.501,1.0,6258.36,16704.96,8654.6,16480.48,15166.16,lost money (biggest leak: accepted Overcharges)
19,9,Teamers,-7483.86,1.635,2.562,5820.46,30670.39,12035.22,41734.03,2649.49,lost money (biggest leak: accepted Overcharges)
19,10,error404 ai,-12512.07,1.353,1.0,5397.75,26194.08,9891.21,38102.73,7017.66,lost money (biggest leak: accepted Overcharges)
19,11,Non Deterministic,-17078.21,0.642,0.785,14755.37,5198.72,10554.23,31873.82,8357.52,lost money (biggest leak: accepted Overcharges)
19,12,TakeTheMoneyAndRun,-19008.13,1.0,1.388,6277.0,15486.48,15867.0,43436.61,231.83,lost money (biggest leak: accepted Overcharges)
19,13,Alpha,-21763.08,,0.201,0.0,0.0,0.0,0.0,21763.08,lost money (biggest leak: lawyer fees)
19,14,TBD,-21763.08,,0.201,0.0,0.0,0.0,0.0,21763.08,lost money (biggest leak: lawyer fees)
19,15,Trust Nobody,-21763.08,,0.201,0.0,0.0,0.0,0.0,21763.08,lost money (biggest leak: lawyer fees)
19,16,makalu,-21763.08,,0.201,0.0,0.0,0.0,0.0,21763.08,lost money (biggest leak: lawyer fees)
19,17,Nullpointer Naan,-32021.59,1.109,1.714,5530.18,21033.42,5476.7,46767.67,10420.29,lost money (biggest leak: accepted Overcharges)
20,1,error404 ai,14610.85,0.871,1.0,7946.12,299.36,25685.24,979.83,3517.5,won via 1.5a penalties from strict reviewers
20,2,OPUSMOPUS,13252.33,0.86,1.0,7695.0,243.0,24705.0,973.67,3517.5,won via 1.5a penalties from strict reviewers
20,3,Bin busy,12764.62,1.225,0.62,2345.0,682.5,35175.0,51.13,25386.75,won via 1.5a penalties from strict reviewers
20,4,Alpha,11107.26,1.67,1.0,6167.25,1118.57,26724.75,1137.1,13657.38,won via 1.5a penalties from strict reviewers
20,5,eyay,6275.77,0.76,0.802,7785.98,235.4,21720.58,0.0,18122.56,won via 1.5a penalties from strict reviewers
20,6,Teamers,3603.52,1.896,1.0,8678.38,567.64,15928.66,1639.23,6601.12,won via 1.5a penalties from strict reviewers
20,7,Non Deterministic,2600.53,1.138,0.62,6933.44,1769.13,20253.44,0.0,26355.48,won via 1.5a penalties from strict reviewers
20,8,Codacabana,1492.83,0.796,0.989,9507.48,175.0,15705.64,0.0,18604.85,won via 1.5a penalties from strict reviewers
20,9,Claims Renaissance,-7373.42,0.663,1.0,8576.43,305.2,9599.09,0.0,23161.81,lost money (biggest leak: lawyer fees)
20,10,Oasis,-11102.08,0.667,1.888,8541.9,114.6,7869.62,996.54,25163.64,lost money (biggest leak: lawyer fees)
20,11,AsianSuperNerds,-12026.25,2.081,0.62,6240.0,3228.0,6240.0,0.0,27734.25,lost money (biggest leak: lawyer fees)
20,12,TakeTheMoneyAndRun,-15824.75,2.0,0.62,6147.0,1127.0,4781.0,0.0,27879.75,lost money (biggest leak: lawyer fees)
20,13,harissa eagles,-21330.08,1.327,1.0,2646.0,288.0,3402.0,306.67,25403.73,lost money (biggest leak: lawyer fees)
20,14,TBD,-22871.41,3.157,1.0,0.0,122.78,0.0,3724.69,0.0,lost money (biggest leak: accepted Overcharges)
20,15,Nullpointer Naan,-27613.25,,1.0,0.0,0.0,0.0,91.6,24756.45,lost money (biggest leak: lawyer fees)
20,16,Trust Nobody,-27823.72,2.0,0.996,779.0,123.0,533.0,498.72,28717.5,lost money (biggest leak: lawyer fees)
20,17,makalu,-28904.25,,0.62,0.0,0.0,0.0,0.0,28904.25,lost money (biggest leak: lawyer fees)
21,1,Bin busy,3080.0,4.627,1.0,0.0,3080.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,2,eyay,2724.56,7.538,5.299,0.0,3373.58,0.0,649.02,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,3,AsianSuperNerds,2640.0,4.137,1.0,0.0,2640.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,4,Oasis,2084.65,2.062,2.569,0.0,2251.08,0.0,166.43,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,5,Codacabana,1455.42,8.961,8.471,0.0,2256.06,0.0,800.64,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,6,Non Deterministic,1375.02,6.631,7.553,0.0,3445.77,0.0,2070.75,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,7,Alpha,1123.28,2.906,9.177,0.0,2176.65,0.0,1053.37,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
21,8,OPUSMOPUS,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
21,9,makalu,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
21,10,TakeTheMoneyAndRun,-513.23,5.913,6.419,0.0,3319.0,0.0,3832.23,0.0,lost money (biggest leak: accepted Overcharges)
21,11,error404 ai,-666.71,7.167,8.929,0.0,3171.49,0.0,3838.2,0.0,lost money (biggest leak: accepted Overcharges)
21,12,Claims Renaissance,-708.72,9.718,10.042,0.0,3184.0,0.0,3892.72,0.0,lost money (biggest leak: accepted Overcharges)
21,13,harissa eagles,-1814.64,7.685,8.516,0.0,2736.0,0.0,4550.64,0.0,lost money (biggest leak: accepted Overcharges)
21,14,Teamers,-2125.79,6.992,11.083,0.0,2932.26,0.0,5058.05,0.0,lost money (biggest leak: accepted Overcharges)
21,15,Nullpointer Naan,-2210.0,7.57,11.2,0.0,3292.29,0.0,5502.29,0.0,lost money (biggest leak: accepted Overcharges)
21,16,Trust Nobody,-2302.64,9.923,9.467,0.0,2375.0,0.0,4677.64,0.0,lost money (biggest leak: accepted Overcharges)
21,17,TBD,-4141.2,8.975,9.269,0.0,974.26,0.0,5115.46,0.0,lost money (biggest leak: accepted Overcharges)
22,1,Bin busy,14840.0,15.1,1.0,0.0,14840.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,2,Codacabana,12475.36,12.694,1.0,0.0,12475.36,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,3,TakeTheMoneyAndRun,10000.0,16.28,1.0,0.0,10000.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,4,AsianSuperNerds,9900.0,8.059,1.0,0.0,9900.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,5,harissa eagles,8079.3,8.425,10.376,0.0,9315.0,0.0,1235.7,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,6,eyay,7729.3,16.28,10.559,0.0,10000.0,0.0,2270.7,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,7,Oasis,4422.5,16.28,16.28,0.0,14000.0,0.0,9577.5,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,8,TBD,4422.5,16.28,16.28,0.0,14000.0,0.0,9577.5,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,9,Non Deterministic,4000.0,16.28,1.0,0.0,4000.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,10,error404 ai,3561.54,15.404,16.28,0.0,13246.66,0.0,9685.12,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,11,Claims Renaissance,2457.0,2.0,4.029,0.0,2457.0,0.0,0.0,0.0,won via Overcharges the Field swallowed + tight Limit (no lawyer fees)
22,12,makalu,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,lost money (biggest leak: accepted Overcharges)
22,13,Nullpointer Naan,-9577.5,16.28,16.28,0.0,8000.0,0.0,17577.5,0.0,lost money (biggest leak: accepted Overcharges)
22,14,OPUSMOPUS,-9577.5,16.28,16.28,0.0,8000.0,0.0,17577.5,0.0,lost money (biggest leak: accepted Overcharges)
22,15,Alpha,-17577.5,16.28,16.28,0.0,2000.0,0.0,19577.5,0.0,lost money (biggest leak: accepted Overcharges)
22,16,Trust Nobody,-19577.5,16.28,16.28,0.0,2000.0,0.0,21577.5,0.0,lost money (biggest leak: accepted Overcharges)
22,17,Teamers,-25577.5,,16.28,0.0,0.0,0.0,25577.5,0.0,lost money (biggest leak: accepted Overcharges)
23,1,Nullpointer Naan,2867.46,0.972,1.352,1756.96,1578.78,5616.16,2555.05,424.44,won via 1.5a penalties from strict reviewers
23,2,TakeTheMoneyAndRun,2350.33,0.592,0.604,3824.0,0.0,3088.0,0.0,3434.84,won via honest Charges the Field accepted
23,3,Teamers,1484.64,0.718,1.199,1929.33,1488.42,3937.23,2388.27,0.0,won via 1.5a penalties from strict reviewers + tight Limit (no lawyer fees)
23,4,eyay,1449.81,0.647,0.172,2732.16,2005.1,2038.4,0.0,5325.85,won via honest Charges the Field accepted
23,5,Claims Renaissance,1437.85,0.685,0.818,2208.0,2004.75,2592.0,931.62,2659.65,won via 1.5a penalties from strict reviewers
23,6,OPUSMOPUS,833.94,0.561,0.744,2250.0,1795.5,2430.0,1441.63,1931.1,won via 1.5a penalties from strict reviewers
23,7,error404 ai,829.76,0.549,0.666,2292.99,1937.79,2130.53,939.06,3060.67,won via honest Charges the Field accepted
23,8,AsianSuperNerds,542.13,0.566,0.235,3375.2,0.0,2398.72,0.0,5231.79,won via honest Charges the Field accepted
23,9,Bin busy,-820.59,1.133,0.172,150.0,2327.5,2250.0,0.0,5548.09,lost money (biggest leak: lawyer fees)
23,10,Codacabana,-1584.32,0.524,0.538,2128.1,902.4,2030.94,1698.13,4076.5,lost money (biggest leak: lawyer fees)
23,11,TBD,-1866.14,1.205,1.346,132.96,2364.46,1994.4,2567.19,225.0,lost money (biggest leak: accepted Overcharges)
23,12,Alpha,-2242.2,1.193,0.818,362.8,2563.64,798.16,1410.87,2339.28,lost money (biggest leak: lawyer fees)
23,13,Oasis,-2304.16,0.586,1.499,1758.66,0.0,4509.98,4636.81,1437.14,lost money (biggest leak: accepted Overcharges)
23,14,harissa eagles,-3782.48,1.028,1.082,432.0,1962.0,432.0,2361.71,1356.14,lost money (biggest leak: accepted Overcharges)
23,15,Non Deterministic,-5773.09,,0.172,0.0,0.0,0.0,0.0,5773.09,lost money (biggest leak: lawyer fees)
23,16,Trust Nobody,-5773.09,,0.172,0.0,0.0,0.0,0.0,5773.09,lost money (biggest leak: lawyer fees)
23,17,makalu,-5773.09,,0.172,0.0,0.0,0.0,0.0,5773.09,lost money (biggest leak: lawyer fees)
24,1,Codacabana,40917.41,0.922,1.0,21647.07,22038.39,30232.45,1296.43,21968.25,won via 1.5a penalties from strict reviewers
24,2,AsianSuperNerds,35805.82,0.836,0.43,13390.76,45119.24,13676.92,884.05,28694.98,won via Overcharges the Field swallowed
24,3,TBD,34591.21,0.725,0.921,31105.4,16311.6,21521.8,5344.91,14004.27,won via honest Charges the Field accepted
24,4,TakeTheMoneyAndRun,23510.67,0.669,0.647,29543.0,24803.0,19865.0,17225.15,26818.19,won via honest Charges the Field accepted
24,5,Alpha,21279.63,1.06,1.0,7733.21,40123.26,17419.43,13560.98,13150.61,won via Overcharges the Field swallowed
24,6,Bin busy,13012.81,1.177,0.119,3136.0,46241.0,4368.0,0.0,40732.18,won via Overcharges the Field swallowed
24,7,eyay,-649.57,0.832,0.415,13293.08,19196.19,29119.88,28279.27,27019.4,lost money (biggest leak: accepted Overcharges)
24,8,Nullpointer Naan,-6849.77,0.427,0.837,18480.0,1920.0,12240.0,3956.49,29488.47,lost money (biggest leak: lawyer fees)
24,9,Oasis,-11364.72,0.53,0.83,10402.96,5149.01,10231.92,5491.14,15970.08,lost money (biggest leak: lawyer fees)
24,10,Trust Nobody,-20714.77,1.269,1.012,5850.0,45000.0,5350.0,45789.73,12603.77,lost money (biggest leak: accepted Overcharges)
24,11,Teamers,-22401.77,0.76,1.432,12740.25,40207.03,19817.03,69041.23,1607.67,lost money (biggest leak: accepted Overcharges)
24,12,harissa eagles,-22554.89,1.204,1.29,5454.0,37811.04,9810.0,47232.93,5181.63,lost money (biggest leak: accepted Overcharges)
24,13,error404 ai,-31485.62,0.863,1.0,13006.59,24137.23,22693.41,62617.63,9938.03,lost money (biggest leak: accepted Overcharges)
24,14,OPUSMOPUS,-40191.63,1.257,1.0,5227.0,33340.0,8533.0,56480.63,12141.65,lost money (biggest leak: accepted Overcharges)
24,15,Claims Renaissance,-41435.68,,0.119,0.0,0.0,0.0,0.0,41435.68,lost money (biggest leak: lawyer fees)
24,16,makalu,-41435.68,,0.119,0.0,0.0,0.0,0.0,41435.68,lost money (biggest leak: lawyer fees)
24,17,Non Deterministic,-48749.85,0.992,1.664,13538.5,13681.74,12553.98,57878.16,13958.7,lost money (biggest leak: accepted Overcharges)
25,1,Teamers,22617.66,1.0,0.839,10751.41,5087.74,44302.51,2678.91,6272.43,won via 1.5a penalties from strict reviewers
25,2,Oasis,7328.59,0.758,1.0,18557.33,2009.74,25828.59,3413.42,6697.86,won via 1.5a penalties from strict reviewers
25,3,eyay,6047.59,0.493,0.16,22139.21,834.57,30291.51,0.0,42898.41,won via 1.5a penalties from strict reviewers
25,4,Non Deterministic,1802.41,0.582,0.578,21926.67,901.35,22234.61,734.48,27272.01,won via 1.5a penalties from strict reviewers
25,5,TakeTheMoneyAndRun,1532.92,0.594,0.66,14819.0,4702.0,23789.0,540.0,22364.79,won via 1.5a penalties from strict reviewers
25,6,Bin busy,1464.05,0.665,0.206,22974.15,947.52,23942.65,313.48,38471.82,won via 1.5a penalties from strict reviewers
25,7,OPUSMOPUS,1101.68,0.818,1.0,9942.45,5894.64,27566.35,6590.75,5580.5,won via 1.5a penalties from strict reviewers
25,8,error404 ai,-977.29,0.606,0.345,20418.34,4382.23,22971.58,567.44,44096.18,lost money (biggest leak: lawyer fees)
25,9,harissa eagles,-9225.75,0.796,0.76,11894.4,4662.0,20592.0,3777.76,25294.92,lost money (biggest leak: lawyer fees)
25,10,Nullpointer Naan,-10993.09,0.876,1.125,7650.84,1446.64,25634.76,11375.01,706.56,lost money (biggest leak: accepted Overcharges)
25,11,Codacabana,-11049.49,0.772,0.829,13031.0,3814.65,16766.76,1457.8,26613.94,lost money (biggest leak: lawyer fees)
25,12,Claims Renaissance,-12341.56,0.692,0.702,17922.44,0.0,16010.68,0.0,36601.05,lost money (biggest leak: lawyer fees)
25,13,Trust Nobody,-16752.72,0.408,0.622,19684.0,640.0,10652.0,351.92,39232.95,lost money (biggest leak: lawyer fees)
25,14,Alpha,-20394.2,0.689,0.418,9277.91,1559.95,20784.17,4222.34,40432.86,lost money (biggest leak: lawyer fees)
